num	premise	hypothesis	gold_label	template_num	time_format
6731	マチルダ は 3 日間 彼 に した 。	マチルダ は 8 日間 彼 に した 。	neutral	32	日間
6732	フランク は 2 日間 風 に 上げた 。	フランク は 7 日間 風 に 上げた 。	neutral	32	日間
6733	オスカー は 8 日間 御返し に 贈った 。	オスカー は 6 日間 御返し に 贈った 。	entailment	32	日間
6734	チャーリー は 9 日間 音 に 覚ました 。	チャーリー は 7 日間 音 に 覚ました 。	entailment	32	日間
6735	マロリー は 8 日間 相手 に 飾った 。	マロリー は 4 日間 相手 に 飾った 。	entailment	32	日間
6736	エレン は 7 日間 脳 に 伝えた 。	エレン は 5 日間 脳 に 伝えた 。	entailment	32	日間
6737	ジャスティン は 8 日間 皆さん に 述べた 。	ジャスティン は 3 日間 皆さん に 述べた 。	entailment	32	日間
6738	プロッド は 3 日間 内容 に 持った 。	プロッド は 6 日間 内容 に 持った 。	neutral	32	日間
6739	アイザック は 3 日間 団体 に 行った 。	アイザック は 7 日間 団体 に 行った 。	neutral	32	日間
6740	ウォルター は 9 日間 精神 科 に 入院 した 。	ウォルター は 3 日間 精神 科 に 入院 した 。	entailment	32	日間
6741	オスカー は 9 日間 海外 に 移籍 した 。	オスカー は 3 日間 海外 に 移籍 した 。	entailment	32	日間
6742	プロッド は 3 日間 ファン に 誓った 。	プロッド は 6 日間 ファン に 誓った 。	neutral	32	日間
6743	アリス は 3 日間 片手 に 楽しんだ 。	アリス は 3 日間 片手 に 楽しんだ 。	neutral	32	日間
6744	ゾーイ は 7 日間 指定 に 鳴れた 。	ゾーイ は 4 日間 指定 に 鳴れた 。	entailment	32	日間
6745	キャロル は 6 日間 一定 に 鳴った 。	キャロル は 7 日間 一定 に 鳴った 。	neutral	32	日間
6746	チャーリー は 9 日間 お伺い に 参った 。	チャーリー は 6 日間 お伺い に 参った 。	entailment	32	日間
6747	ボブ は 8 日間 姿 に 突いた 。	ボブ は 6 日間 姿 に 突いた 。	entailment	32	日間
6748	トルーディー は 2 日間 報告 に 伺った 。	トルーディー は 6 日間 報告 に 伺った 。	neutral	32	日間
6749	ウォルター は 7 日間 第三者 に 致した 。	ウォルター は 1 日間 第三者 に 致した 。	entailment	32	日間
6750	プロッド は 3 日間 君 に 近付いた 。	プロッド は 8 日間 君 に 近付いた 。	neutral	32	日間
6751	プロッド は 2 時間 大統領 に 決まった 。	プロッド は 5 時間 大統領 に 決まった 。	neutral	32	時間
6752	マーヴィン は 6 時間 後任 者 に 引き継いだ 。	マーヴィン は 2 時間 後任 者 に 引き継いだ 。	entailment	32	時間
6753	フランク は 2 時間 中飛 に 倒れた 。	フランク は 6 時間 中飛 に 倒れた 。	neutral	32	時間
6754	ビクター は 4 時間 小児 科 に 入院 した 。	ビクター は 9 時間 小児 科 に 入院 した 。	neutral	32	時間
6755	ウォルター は 1 時間 校庭 に 植えた 。	ウォルター は 3 時間 校庭 に 植えた 。	neutral	32	時間
6756	チャーリー は 7 時間 合宿 に 参加 した 。	チャーリー は 3 時間 合宿 に 参加 した 。	entailment	32	時間
6757	スティーブ は 3 時間 地裁 に 提出 した 。	スティーブ は 5 時間 地裁 に 提出 した 。	neutral	32	時間
6758	ビクター は 1 時間 問い に 振った 。	ビクター は 6 時間 問い に 振った 。	neutral	32	時間
6759	ペギー は 2 時間 参加 者 に 贈呈 した 。	ペギー は 5 時間 参加 者 に 贈呈 した 。	neutral	32	時間
6760	トレント は 2 時間 顧客 に 連ねた 。	トレント は 7 時間 顧客 に 連ねた 。	neutral	32	時間
6761	マレット は 6 時間 近く に 待った 。	マレット は 1 時間 近く に 待った 。	entailment	32	時間
6762	スティーブ は 1 時間 ショー に 出場 した 。	スティーブ は 9 時間 ショー に 出場 した 。	neutral	32	時間
6763	マチルダ は 6 時間 大リーグ に 移籍 した 。	マチルダ は 7 時間 大リーグ に 移籍 した 。	neutral	32	時間
6764	マレット は 5 時間 修理 に きた 。	マレット は 7 時間 修理 に きた 。	neutral	32	時間
6765	イヴァン は 6 時間 目の前 に 出した 。	イヴァン は 7 時間 目の前 に 出した 。	neutral	32	時間
6766	イブ は 8 時間 客 に 案内 した 。	イブ は 6 時間 客 に 案内 した 。	entailment	32	時間
6767	パット は 9 時間 学級 に 入れた 。	パット は 4 時間 学級 に 入れた 。	entailment	32	時間
6768	ボブ は 7 時間 瞬時 に 変わった 。	ボブ は 5 時間 瞬時 に 変わった 。	entailment	32	時間
6769	イブ は 9 時間 変化 に 崩した 。	イブ は 6 時間 変化 に 崩した 。	entailment	32	時間
6770	イヴァン は 9 時間 雑誌 に 発表 した 。	イヴァン は 1 時間 雑誌 に 発表 した 。	entailment	32	時間
6771	オスカー は 3 時間 世話 に 伺った 。	オスカー は 2 時間 世話 に 伺った 。	entailment	32	時間
6772	キャロル は 6 時間 決断 に 持った 。	キャロル は 6 時間 決断 に 持った 。	neutral	32	時間
6773	ジャスティン は 4 時間 パーティー に 予定 した 。	ジャスティン は 5 時間 パーティー に 予定 した 。	neutral	32	時間
6774	マーヴィン は 3 時間 客 に 行った 。	マーヴィン は 6 時間 客 に 行った 。	neutral	32	時間
6775	ジャスティン は 8 時間 ブログ 用 に 撮った 。	ジャスティン は 3 時間 ブログ 用 に 撮った 。	entailment	32	時間
6776	トレント は 2 時間 瞳 に 飲んだ 。	トレント は 1 時間 瞳 に 飲んだ 。	entailment	32	時間
6777	ゾーイ は 2 時間 皆さん に 教えた 。	ゾーイ は 4 時間 皆さん に 教えた 。	neutral	32	時間
6778	ビクター は 2 時間 整備 に 行った 。	ビクター は 6 時間 整備 に 行った 。	neutral	32	時間
6779	プロッド は 7 時間 メモリー に 作成 した 。	プロッド は 5 時間 メモリー に 作成 した 。	entailment	32	時間
6780	ウォルター は 2 時間 皆さん に 披露 した 。	ウォルター は 3 時間 皆さん に 披露 した 。	neutral	32	時間
6781	マロリー は 3 時間 福井 市 に 生まれた 。	マロリー は 2 時間 福井 市 に 生まれた 。	entailment	32	時間
6782	アイザック は 8 時間 安保理 に 提出 した 。	アイザック は 7 時間 安保理 に 提出 した 。	entailment	32	時間
6783	パット は 9 時間 以来 に 会った 。	パット は 6 時間 以来 に 会った 。	entailment	32	時間
6784	トルーディー は 7 時間 メンテナンス に 伺った 。	トルーディー は 2 時間 メンテナンス に 伺った 。	entailment	32	時間
6785	アリス は 6 時間 夫婦 に 誕生 した 。	アリス は 6 時間 夫婦 に 誕生 した 。	neutral	32	時間
6786	イブ は 1 時間 首位 に 切った 。	イブ は 5 時間 首位 に 切った 。	neutral	32	時間
6787	アイザック は 2 時間 声 に 開いた 。	アイザック は 4 時間 声 に 開いた 。	neutral	32	時間
6788	ゾーイ は 4 時間 報告 に 訪問 した 。	ゾーイ は 4 時間 報告 に 訪問 した 。	neutral	32	時間
6789	パット は 5 時間 ルーム に 案内 した 。	パット は 4 時間 ルーム に 案内 した 。	entailment	32	時間
6790	ボブ は 5 時間 メニュー に 予定 した 。	ボブ は 3 時間 メニュー に 予定 した 。	entailment	32	時間
6791	デイヴ は 9 時間 ベイスターズ に 移籍 した 。	デイヴ は 8 時間 ベイスターズ に 移籍 した 。	entailment	32	時間
6792	トレント は 6 時間 場所 に オープン した 。	トレント は 2 時間 場所 に オープン した 。	entailment	32	時間
6793	エレン は 1 時間 部屋 に 案内 した 。	エレン は 1 時間 部屋 に 案内 した 。	neutral	32	時間
6794	マロリー は 5 時間 生活 に 使った 。	マロリー は 1 時間 生活 に 使った 。	entailment	32	時間
6795	マロリー は 3 時間 生活 に 持った 。	マロリー は 4 時間 生活 に 持った 。	neutral	32	時間
6796	ゾーイ は 8 時間 国民 に 提供 した 。	ゾーイ は 1 時間 国民 に 提供 した 。	entailment	32	時間
6797	イブ は 4 時間 レフト に 放った 。	イブ は 7 時間 レフト に 放った 。	neutral	32	時間
6798	キャロル は 2 時間 損害 に 負った 。	キャロル は 1 時間 損害 に 負った 。	entailment	32	時間
6799	トレント は 7 時間 機関 に 支払った 。	トレント は 9 時間 機関 に 支払った 。	neutral	32	時間
6800	エレン は 3 時間 神経 に 起こした 。	エレン は 7 時間 神経 に 起こした 。	neutral	32	時間
6801	フランク は 3 年間 医院 に 入院 した 。	フランク は ちょうど 1 年間 医院 に 入院 した 。	contradiction	33	年間
6802	ウォルター は 4 年 間脳 に 受けた 。	ウォルター は ちょうど 2 年 間脳 に 受けた 。	contradiction	33	年間
6803	キャロル は 6 年間 メーン に 選んだ 。	キャロル は ちょうど 9 年間 メーン に 選んだ 。	neutral	33	年間
6804	イブ は 1 年間 我が家 に やってきた 。	イブ は ちょうど 7 年間 我が家 に やってきた 。	neutral	33	年間
6805	ゾーイ は 1 年間 声 に 開けた 。	ゾーイ は ちょうど 6 年間 声 に 開けた 。	neutral	33	年間
6806	フランク は 8 年間 客 に 案内 した 。	フランク は ちょうど 4 年間 客 に 案内 した 。	contradiction	33	年間
6807	アリス は 6 年間 ギャラリー に 運んだ 。	アリス は ちょうど 6 年間 ギャラリー に 運んだ 。	neutral	33	年間
6808	マーヴィン は 6 年間 選手 に 行った 。	マーヴィン は ちょうど 7 年間 選手 に 行った 。	neutral	33	年間
6809	イブ は 9 年間 スター に 出場 した 。	イブ は ちょうど 2 年間 スター に 出場 した 。	contradiction	33	年間
6810	エレン は 4 年間 風 に 別れた 。	エレン は ちょうど 8 年間 風 に 別れた 。	neutral	33	年間
6811	ゾーイ は 3 年間 様 に 亡くなった 。	ゾーイ は ちょうど 4 年間 様 に 亡くなった 。	neutral	33	年間
6812	トレント は 2 年間 新聞 に 受けた 。	トレント は ちょうど 9 年間 新聞 に 受けた 。	neutral	33	年間
6813	マロリー は 1 年間 ソフトバンク に 移籍 した 。	マロリー は ちょうど 3 年間 ソフトバンク に 移籍 した 。	neutral	33	年間
6814	プロッド は 6 年間 方向 に 投げた 。	プロッド は ちょうど 7 年間 方向 に 投げた 。	neutral	33	年間
6815	イヴァン は 9 年間 個室 に 案内 した 。	イヴァン は ちょうど 6 年間 個室 に 案内 した 。	contradiction	33	年間
6816	マチルダ は 2 年間 後任 者 に 引き継いだ 。	マチルダ は ちょうど 2 年間 後任 者 に 引き継いだ 。	neutral	33	年間
6817	ウォルター は 7 年間 胸 に 抱き締めた 。	ウォルター は ちょうど 2 年間 胸 に 抱き締めた 。	contradiction	33	年間
6818	アリス は 9 年間 トータル に サポート した 。	アリス は ちょうど 2 年間 トータル に サポート した 。	contradiction	33	年間
6819	ビクター は 2 年間 警察 に 出した 。	ビクター は ちょうど 4 年間 警察 に 出した 。	neutral	33	年間
6820	チャーリー は 3 年間 姿 に 傾げた 。	チャーリー は ちょうど 6 年間 姿 に 傾げた 。	neutral	33	年間
6821	アイザック は 7 年間 費用 に 罹った 。	アイザック は ちょうど 3 年間 費用 に 罹った 。	contradiction	33	年間
6822	ジャスティン は 3 年間 先生 に 訴えた 。	ジャスティン は ちょうど 8 年間 先生 に 訴えた 。	neutral	33	年間
6823	デイヴ は 7 年間 団体 に 行った 。	デイヴ は ちょうど 2 年間 団体 に 行った 。	contradiction	33	年間
6824	デイヴ は 9 年間 話 に 挟んだ 。	デイヴ は ちょうど 7 年間 話 に 挟んだ 。	contradiction	33	年間
6825	パット は 2 年間 ミラン に 加入 した 。	パット は ちょうど 8 年間 ミラン に 加入 した 。	neutral	33	年間
6826	オスカー は 1 年間 図 に 纏めた 。	オスカー は ちょうど 4 年間 図 に 纏めた 。	neutral	33	年間
6827	イブ は 9 年間 クライアント に 送った 。	イブ は ちょうど 6 年間 クライアント に 送った 。	contradiction	33	年間
6828	トレント は 2 年間 神様 に 向けた 。	トレント は ちょうど 1 年間 神様 に 向けた 。	contradiction	33	年間
6829	マーヴィン は 1 年間 間隔 に 鳴った 。	マーヴィン は ちょうど 1 年間 間隔 に 鳴った 。	neutral	33	年間
6830	イヴァン は 3 年間 雑誌 に 発表 した 。	イヴァン は ちょうど 6 年間 雑誌 に 発表 した 。	neutral	33	年間
6831	フランク は 5 年間 行動 に 笑った 。	フランク は ちょうど 5 年間 行動 に 笑った 。	neutral	33	年間
6832	マチルダ は 3 年間 京都 に 移籍 した 。	マチルダ は ちょうど 5 年間 京都 に 移籍 した 。	neutral	33	年間
6833	パット は 6 年間 ベイスターズ に 入団 した 。	パット は ちょうど 1 年間 ベイスターズ に 入団 した 。	contradiction	33	年間
6834	ウォルター は 6 年間 成田 に 帰国 した 。	ウォルター は ちょうど 9 年間 成田 に 帰国 した 。	neutral	33	年間
6835	トルーディー は 9 年間 修理 に きた 。	トルーディー は ちょうど 3 年間 修理 に きた 。	contradiction	33	年間
6836	トルーディー は 3 年間 口 許 に 浮かべた 。	トルーディー は ちょうど 9 年間 口 許 に 浮かべた 。	neutral	33	年間
6837	エレン は 1 年間 作品 に 贈呈 した 。	エレン は ちょうど 9 年間 作品 に 贈呈 した 。	neutral	33	年間
6838	パット は 3 年間 選手 に 行った 。	パット は ちょうど 8 年間 選手 に 行った 。	neutral	33	年間
6839	ビクター は 1 年間 集金 に 伺った 。	ビクター は ちょうど 6 年間 集金 に 伺った 。	neutral	33	年間
6840	イブ は 5 年間 畑 に 織った 。	イブ は ちょうど 4 年間 畑 に 織った 。	contradiction	33	年間
6841	パット は 2 年間 席 に 案内 した 。	パット は ちょうど 2 年間 席 に 案内 した 。	neutral	33	年間
6842	ゾーイ は 3 年間 音 に 覚ました 。	ゾーイ は ちょうど 3 年間 音 に 覚ました 。	neutral	33	年間
6843	エレン は 5 年間 女性 に 揚げた 。	エレン は ちょうど 4 年間 女性 に 揚げた 。	contradiction	33	年間
6844	ビクター は 6 年間 先生 に 世話 した 。	ビクター は ちょうど 7 年間 先生 に 世話 した 。	neutral	33	年間
6845	ゾーイ は 1 年間 内 に 結婚 した 。	ゾーイ は ちょうど 9 年間 内 に 結婚 した 。	neutral	33	年間
6846	ジャスティン は 4 年間 大臣 に 行った 。	ジャスティン は ちょうど 5 年間 大臣 に 行った 。	neutral	33	年間
6847	スティーブ は 6 年間 提案 に 載った 。	スティーブ は ちょうど 1 年間 提案 に 載った 。	contradiction	33	年間
6848	フランク は 6 年間 目の前 に 表した 。	フランク は ちょうど 2 年間 目の前 に 表した 。	contradiction	33	年間
6849	デイヴ は 1 年間 左 に 振った 。	デイヴ は ちょうど 3 年間 左 に 振った 。	neutral	33	年間
6850	キャロル は 4 年間 酒田 市 に 生まれた 。	キャロル は ちょうど 3 年間 酒田 市 に 生まれた 。	contradiction	33	年間
6851	マチルダ は 1 ヶ月間 休み に 行った 。	マチルダ は ちょうど 6 ヶ月間 休み に 行った 。	neutral	33	月間
6852	ウォルター は 6 ヶ月間 絵本 に 示した 。	ウォルター は ちょうど 2 ヶ月間 絵本 に 示した 。	contradiction	33	月間
6853	ボブ は 7 ヶ月間 雑誌 に 発表 した 。	ボブ は ちょうど 8 ヶ月間 雑誌 に 発表 した 。	neutral	33	月間
6854	スティーブ は 8 ヶ月間 カナダ に 旅立った 。	スティーブ は ちょうど 7 ヶ月間 カナダ に 旅立った 。	contradiction	33	月間
6855	イヴァン は 6 ヶ月間 市長 選 に 表明 した 。	イヴァン は ちょうど 4 ヶ月間 市長 選 に 表明 した 。	contradiction	33	月間
6856	スティーブ は 2 ヶ月間 相手 に 見せた 。	スティーブ は ちょうど 4 ヶ月間 相手 に 見せた 。	neutral	33	月間
6857	エレン は 9 ヶ月間 体 に 繰れた 。	エレン は ちょうど 3 ヶ月間 体 に 繰れた 。	contradiction	33	月間
6858	ウォルター は 7 ヶ月間 子供 に 提供 した 。	ウォルター は ちょうど 8 ヶ月間 子供 に 提供 した 。	neutral	33	月間
6859	パット は 3 ヶ月間 胸 に 抱き締めた 。	パット は ちょうど 5 ヶ月間 胸 に 抱き締めた 。	neutral	33	月間
6860	マーヴィン は 2 ヶ月間 命 に 持った 。	マーヴィン は ちょうど 8 ヶ月間 命 に 持った 。	neutral	33	月間
6861	マチルダ は 1 ヶ月間 ブログ に 書いた 。	マチルダ は ちょうど 9 ヶ月間 ブログ に 書いた 。	neutral	33	月間
6862	トルーディー は 9 ヶ月間 会社 に 着た 。	トルーディー は ちょうど 3 ヶ月間 会社 に 着た 。	contradiction	33	月間
6863	マロリー は 9 ヶ月間 ノート に 書いた 。	マロリー は ちょうど 6 ヶ月間 ノート に 書いた 。	contradiction	33	月間
6864	オスカー は 1 ヶ月間 差別 に 会った 。	オスカー は ちょうど 5 ヶ月間 差別 に 会った 。	neutral	33	月間
6865	トルーディー は 5 ヶ月間 客 に 下げた 。	トルーディー は ちょうど 6 ヶ月間 客 に 下げた 。	neutral	33	月間
6866	トルーディー は 8 ヶ月間 産婦人科 に 入院 した 。	トルーディー は ちょうど 8 ヶ月間 産婦人科 に 入院 した 。	neutral	33	月間
6867	マレット は 4 ヶ月間 福岡 に 移籍 した 。	マレット は ちょうど 3 ヶ月間 福岡 に 移籍 した 。	contradiction	33	月間
6868	パット は 6 ヶ月間 相手 に 見せた 。	パット は ちょうど 9 ヶ月間 相手 に 見せた 。	neutral	33	月間
6869	トレント は 6 ヶ月間 デスノート に 書いた 。	トレント は ちょうど 8 ヶ月間 デスノート に 書いた 。	neutral	33	月間
6870	マレット は 7 ヶ月間 年 末 に 帰国 した 。	マレット は ちょうど 2 ヶ月間 年 末 に 帰国 した 。	contradiction	33	月間
6871	マチルダ は 6 ヶ月間 歌声 に 貰った 。	マチルダ は ちょうど 6 ヶ月間 歌声 に 貰った 。	neutral	33	月間
6872	デイヴ は 7 ヶ月間 時 に 寝た 。	デイヴ は ちょうど 5 ヶ月間 時 に 寝た 。	contradiction	33	月間
6873	アイザック は 1 ヶ月間 生徒 に 行った 。	アイザック は ちょうど 2 ヶ月間 生徒 に 行った 。	neutral	33	月間
6874	イヴァン は 4 ヶ月間 窓 に 向けた 。	イヴァン は ちょうど 3 ヶ月間 窓 に 向けた 。	contradiction	33	月間
6875	プロッド は 6 ヶ月間 エイプリルフール に 突いた 。	プロッド は ちょうど 9 ヶ月間 エイプリルフール に 突いた 。	neutral	33	月間
6876	アリス は 8 ヶ月間 世界 に 帰った 。	アリス は ちょうど 7 ヶ月間 世界 に 帰った 。	contradiction	33	月間
6877	キャロル は 3 ヶ月間 先生 に した 。	キャロル は ちょうど 2 ヶ月間 先生 に した 。	contradiction	33	月間
6878	ウォルター は 7 ヶ月間 画面 に 突いた 。	ウォルター は ちょうど 8 ヶ月間 画面 に 突いた 。	neutral	33	月間
6879	アリス は 8 ヶ月間 内 に 変わった 。	アリス は ちょうど 1 ヶ月間 内 に 変わった 。	contradiction	33	月間
6880	ゾーイ は 9 ヶ月間 調整 に 臨んだ 。	ゾーイ は ちょうど 6 ヶ月間 調整 に 臨んだ 。	contradiction	33	月間
6881	オスカー は 1 ヶ月間 ソフト バンク に 移籍 した 。	オスカー は ちょうど 3 ヶ月間 ソフト バンク に 移籍 した 。	neutral	33	月間
6882	マレット は 2 ヶ月間 皆さん に 会った 。	マレット は ちょうど 7 ヶ月間 皆さん に 会った 。	neutral	33	月間
6883	プロッド は 1 ヶ月間 突然 家 に やってきた 。	プロッド は ちょうど 5 ヶ月間 突然 家 に やってきた 。	neutral	33	月間
6884	マロリー は 8 ヶ月間 記者 に 受けた 。	マロリー は ちょうど 3 ヶ月間 記者 に 受けた 。	contradiction	33	月間
6885	ボブ は 8 ヶ月間 努力 に 申し上げた 。	ボブ は ちょうど 1 ヶ月間 努力 に 申し上げた 。	contradiction	33	月間
6886	チャーリー は 3 ヶ月間 上位 に 入賞 した 。	チャーリー は ちょうど 6 ヶ月間 上位 に 入賞 した 。	neutral	33	月間
6887	アイザック は 2 ヶ月間 アドレス に 致した 。	アイザック は ちょうど 5 ヶ月間 アドレス に 致した 。	neutral	33	月間
6888	マーヴィン は 7 ヶ月間 ソフト バンク に 移籍 した 。	マーヴィン は ちょうど 3 ヶ月間 ソフト バンク に 移籍 した 。	contradiction	33	月間
6889	アイザック は 9 ヶ月間 保育 園 に 世話 した 。	アイザック は ちょうど 5 ヶ月間 保育 園 に 世話 した 。	contradiction	33	月間
6890	パット は 6 ヶ月間 誘致 に 上げた 。	パット は ちょうど 8 ヶ月間 誘致 に 上げた 。	neutral	33	月間
6891	ボブ は 1 ヶ月間 対象 に 開いた 。	ボブ は ちょうど 4 ヶ月間 対象 に 開いた 。	neutral	33	月間
6892	エレン は 1 ヶ月間 ドーム に やってきた 。	エレン は ちょうど 3 ヶ月間 ドーム に やってきた 。	neutral	33	月間
6893	オスカー は 5 ヶ月間 相談 に 載った 。	オスカー は ちょうど 4 ヶ月間 相談 に 載った 。	contradiction	33	月間
6894	トレント は 3 ヶ月間 生徒 に 行った 。	トレント は ちょうど 5 ヶ月間 生徒 に 行った 。	neutral	33	月間
6895	イブ は 4 ヶ月間 メーン に 選んだ 。	イブ は ちょうど 2 ヶ月間 メーン に 選んだ 。	contradiction	33	月間
6896	イヴァン は 9 ヶ月間 石川 に 帰った 。	イヴァン は ちょうど 7 ヶ月間 石川 に 帰った 。	contradiction	33	月間
6897	スティーブ は 4 ヶ月間 ケージ に 鋳た 。	スティーブ は ちょうど 2 ヶ月間 ケージ に 鋳た 。	contradiction	33	月間
6898	トルーディー は 1 ヶ月間 社保 に 加入 した 。	トルーディー は ちょうど 8 ヶ月間 社保 に 加入 した 。	neutral	33	月間
6899	フランク は 1 ヶ月間 商談 に 出掛けた 。	フランク は ちょうど 1 ヶ月間 商談 に 出掛けた 。	neutral	33	月間
6900	マレット は 9 ヶ月間 ざま に 触った 。	マレット は ちょうど 5 ヶ月間 ざま に 触った 。	contradiction	33	月間
6901	ペギー は 8 日間 料理 に 振るった 。	ペギー は ちょうど 2 日間 料理 に 振るった 。	contradiction	33	日間
6902	ジャスティン は 3 日間 企業 に 行った 。	ジャスティン は ちょうど 3 日間 企業 に 行った 。	neutral	33	日間
6903	トルーディー は 3 日間 新聞 に 受けた 。	トルーディー は ちょうど 8 日間 新聞 に 受けた 。	neutral	33	日間
6904	フランク は 2 日間 人々 に 伝えた 。	フランク は ちょうど 1 日間 人々 に 伝えた 。	contradiction	33	日間
6905	アイザック は 3 日間 最中 に 寝た 。	アイザック は ちょうど 7 日間 最中 に 寝た 。	neutral	33	日間
6906	プロッド は 1 日間 客 に 致した 。	プロッド は ちょうど 9 日間 客 に 致した 。	neutral	33	日間
6907	イヴァン は 1 日間 右 足 に 負った 。	イヴァン は ちょうど 5 日間 右足 に 負った 。	neutral	33	日間
6908	パット は 6 日間 美術 館 に やってきた 。	パット は ちょうど 5 日間 美術 館 に やってきた 。	contradiction	33	日間
6909	フランク は 1 日間 本校 に 通った 。	フランク は ちょうど 5 日間 本校 に 通った 。	neutral	33	日間
6910	チャーリー は 3 日間 目の前 に 表した 。	チャーリー は ちょうど 3 日間 目の前 に 表した 。	neutral	33	日間
6911	ペギー は 7 日間 友人 に した 。	ペギー は ちょうど 8 日間 友人 に した 。	neutral	33	日間
6912	エレン は 2 日間 運び に 使った 。	エレン は ちょうど 9 日間 運び に 使った 。	neutral	33	日間
6913	マチルダ は 1 日間 相手 に 果たした 。	マチルダ は ちょうど 5 日間 相手 に 果たした 。	neutral	33	日間
6914	マロリー は 3 日間 友人 に 受けた 。	マロリー は ちょうど 5 日間 友人 に 受けた 。	neutral	33	日間
6915	ボブ は 2 日間 メジャー に 移籍 した 。	ボブ は ちょうど 7 日間 メジャー に 移籍 した 。	neutral	33	日間
6916	チャーリー は 7 日間 トータル に サポート した 。	チャーリー は ちょうど 3 日間 トータル に サポート した 。	contradiction	33	日間
6917	エレン は 5 日間 トータル に サポート した 。	エレン は ちょうど 6 日間 トータル に サポート した 。	neutral	33	日間
6918	マレット は 3 日間 中国 に 旅立った 。	マレット は ちょうど 6 日間 中国 に 旅立った 。	neutral	33	日間
6919	ビクター は 6 日間 胸 に 抱き締めた 。	ビクター は ちょうど 2 日間 胸 に 抱き締めた 。	contradiction	33	日間
6920	マーヴィン は 4 日間 イジメ に 会った 。	マーヴィン は ちょうど 9 日間 イジメ に 会った 。	neutral	33	日間
6921	マレット は 8 日間 腹部 に 負った 。	マレット は ちょうど 4 日間 腹部 に 負った 。	contradiction	33	日間
6922	マロリー は 3 日間 雑誌 に 発表 した 。	マロリー は ちょうど 5 日間 雑誌 に 発表 した 。	neutral	33	日間
6923	トルーディー は 9 日間 先生 に 訴えた 。	トルーディー は ちょうど 7 日間 先生 に 訴えた 。	contradiction	33	日間
6924	アリス は 7 日間 地域 に 踏み入れた 。	アリス は ちょうど 8 日間 地域 に 踏み入れた 。	neutral	33	日間
6925	ウォルター は 9 日間 彼 に 説明 した 。	ウォルター は ちょうど 4 日間 彼 に 説明 した 。	contradiction	33	日間
6926	エレン は 4 日間 友人 に 会った 。	エレン は ちょうど 9 日間 友人 に 会った 。	neutral	33	日間
6927	ゾーイ は 5 日間 ボケ に 入れた 。	ゾーイ は ちょうど 4 日間 ボケ に 入れた 。	contradiction	33	日間
6928	パット は 9 日間 彼 に 下した 。	パット は ちょうど 5 日間 彼 に 下した 。	contradiction	33	日間
6929	ウォルター は 1 日間 肝臓 に 起こした 。	ウォルター は ちょうど 1 日間 肝臓 に 起こした 。	neutral	33	日間
6930	オスカー は 3 日間 声 に 開けた 。	オスカー は ちょうど 7 日間 声 に 開けた 。	neutral	33	日間
6931	イヴァン は 3 日間 決勝 戦 に 進んだ 。	イヴァン は ちょうど 3 日間 決勝 戦 に 進んだ 。	neutral	33	日間
6932	キャロル は 6 日間 公園 に 伸ばした 。	キャロル は ちょうど 5 日間 公園 に 伸ばした 。	contradiction	33	日間
6933	イブ は 1 日間 ペンション に 世話 した 。	イブ は ちょうど 1 日間 ペンション に 世話 した 。	neutral	33	日間
6934	オスカー は 5 日間 上 に 挙げた 。	オスカー は ちょうど 2 日間 上 に 挙げた 。	contradiction	33	日間
6935	プロッド は 7 日間 市 に 提出 した 。	プロッド は ちょうど 8 日間 市 に 提出 した 。	neutral	33	日間
6936	チャーリー は 3 日間 成長 に 持った 。	チャーリー は ちょうど 3 日間 成長 に 持った 。	neutral	33	日間
6937	ボブ は 4 日間 闇 に 消した 。	ボブ は ちょうど 1 日間 闇 に 消した 。	contradiction	33	日間
6938	オスカー は 6 日間 友人 に 贈った 。	オスカー は ちょうど 8 日間 友人 に 贈った 。	neutral	33	日間
6939	マチルダ は 3 日間 風 に 開いた 。	マチルダ は ちょうど 3 日間 風 に 開いた 。	neutral	33	日間
6940	アリス は 2 日間 声 に 開けた 。	アリス は ちょうど 5 日間 声 に 開けた 。	neutral	33	日間
6941	ウォルター は 4 日間 服装 に 付けた 。	ウォルター は ちょうど 5 日間 服装 に 付けた 。	neutral	33	日間
6942	マロリー は 6 日間 校舎 に 鋳た 。	マロリー は ちょうど 7 日間 校舎 に 鋳た 。	neutral	33	日間
6943	マロリー は 7 日間 刺激 に 上げた 。	マロリー は ちょうど 4 日間 刺激 に 上げた 。	contradiction	33	日間
6944	イブ は 1 日間 映画 に 出演 した 。	イブ は ちょうど 5 日間 映画 に 出演 した 。	neutral	33	日間
6945	ゾーイ は 7 日間 精神 に 受けた 。	ゾーイ は ちょうど 4 日間 精神 に 受けた 。	contradiction	33	日間
6946	オスカー は 1 日間 地区 に 変わった 。	オスカー は ちょうど 1 日間 地区 に 変わった 。	neutral	33	日間
6947	プロッド は 8 日間 行動 に 取った 。	プロッド は ちょうど 9 日間 行動 に 取った 。	neutral	33	日間
6948	ウォルター は 7 日間 中飛 に 倒れた 。	ウォルター は ちょうど 6 日間 中飛 に 倒れた 。	contradiction	33	日間
6949	ビクター は 1 日間 客 に 案内 した 。	ビクター は ちょうど 1 日間 客 に 案内 した 。	neutral	33	日間
6950	ペギー は 2 日間 全員 に 当たった 。	ペギー は ちょうど 6 日間 全員 に 当たった 。	neutral	33	日間
